--------- beginning of main
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.027 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.039 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.044 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.045 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.054 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.062 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.063 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
--------- beginning of system
03-12 22:19:11.066  1171  1171 D io_stats: !@   8,0 r 2676409 91171272 w 2413583 60711164 d 251902 66941304 f 97330 265418 iot 1016292 0 th 0 0 0 pt 0 inp 0 0 37031.751
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.073 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ......ID 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.085 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.491  3003  6500 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.3580988, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:11.491  3003  6500 D VibratorManagerService: Starting vibrate for vibration 2509
03-12 22:19:11.491  3003  6500 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:11.491  3003  6500 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:11.491  3003  3639 D VibrationThread: Vibration 2508 finished with EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}
03-12 22:19:11.491  3003  3639 D VibratorManagerService: VibrationThread released vibration 2508
03-12 22:19:11.491  3003  3639 D VibratorManagerService: Finish AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt
03-12 22:19:11.491  3003  3639 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:11.491  3003  3639 D VibratorManagerService: Starting vibration 2509 on thread
03-12 22:19:11.491  3003  6500 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:11.491  3003  3639 D VibratorManagerService: Start AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned allow
03-12 22:19:11.491  3003  6500 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.22414398, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:11.491  3003  6500 D VibratorManagerService: Starting vibrate for vibration 2510
03-12 22:19:11.491  3003  3639 D VibrationThread: Playing vibration id 2509 StartSequentialEffectStep
03-12 22:19:11.491  3003  3639 D VibrationThread: StartSequentialEffectStep for effect #0
03-12 22:19:11.491  3003  6500 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:11.492  3003  3639 E VibratorController: vibratorSetIntensity setAmplitude successfully
03-12 22:19:11.492  3003  6500 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-EXT: V_5_0: setAmplitude 4000
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [setForceFeedbackAmplitude]amplitude: 4000
03-12 22:19:11.492  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:11.492  3003  3639 D VibrationThread: Compose [Primitive{primitive=TICK, scale=0.3580988, delay=0, delayType=PAUSE}] primitives on vibrator 0
03-12 22:19:11.492  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.20240171, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:11.492  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2511
03-12 22:19:11.492  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:11.492  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:11.492  3003  4771 D VibrationThread: Vibration cancel request ignored as the vibration 2509is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:11.492  3003  4771 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:11.492  3003  4771 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]size:1
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]totalDelay:0
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]totalDuration:20
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]effects:41.35,
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [setAndTriggerCommonInputff]
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [uploadForceFeedbackeffect]ioctl success ,uploaded effect with ID: 0
03-12 22:19:11.492  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [triggerForceFeedbackVibration]on: 1
03-12 22:19:11.492  3003  4771 D VibratorManagerService: converted usage = TOUCH(18)
03-12 22:19:11.492  3003  4771 D VibratorManagerService: vibrate - uid: 10457, opPkg: com.openai.chatgpt, effect: Mono{mEffect=Composed{segments=[Primitive{primitive=TICK, scale=0.32214716, delay=0, delayType=PAUSE}], repeat=-1, mMagnitudeType=TYPE_EXTRA}}, attrs: VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason: null, token: android.os.BinderProxy@8744817
03-12 22:19:11.492  3003  4771 D VibratorManagerService: Starting vibrate for vibration 2512
03-12 22:19:11.492  3003  4771 D VibratorManagerService: Check AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned audio=allow, op=allow
03-12 22:19:11.492  3003  4771 D VibrationThread: Vibration cancel requested with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:11.492  3003  4771 D VibrationThread: Vibration cancel request ignored as the vibration 2509is already being cancelled with signal=EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}, immediate=false
03-12 22:19:11.492  3003  4771 D VibratorManagerService: Dropping pending vibration from CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null} with status: CANCELLED_SUPERSEDED
03-12 22:19:11.493  3003  4771 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:11.493  2075 23526 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]compose callback thread
03-12 22:19:11.493  3003  3639 D VibrationThread: Turned on vibrator 0, result = 20
03-12 22:19:11.493  3003  3639 D VibrationThread: Playing vibration id 2509 on vibrator 0 CompleteEffectVibratorStep (cleanup)
03-12 22:19:11.493  3003  3639 D VibrationThread: Running cancel vibration step on vibrator 0
03-12 22:19:11.493  3003  3639 D VibrationThread: Turning off vibrator 0
03-12 22:19:11.493  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: Vibrator off
03-12 22:19:11.493  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: do_off
03-12 22:19:11.493  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [triggerForceFeedbackVibration]on: 0
03-12 22:19:11.493  3003  3639 D VibrationThread: Vibration 2509 finished with EndInfo{status=CANCELLED_SUPERSEDED, endedBy=CallerInfo{ uid=10457, opPkg=com.openai.chatgpt, deviceId=0, attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=}, reason=null}}
03-12 22:19:11.493  3003  3639 D VibratorManagerService: VibrationThread released vibration 2509
03-12 22:19:11.493  3003  3639 D VibratorManagerService: Finish AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt
03-12 22:19:11.493  3003  3639 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status CANCELLED_SUPERSEDED
03-12 22:19:11.493  3003  3639 D VibratorManagerService: Starting vibration 2512 on thread
03-12 22:19:11.493  3003  3639 D VibratorManagerService: Start AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt returned allow
03-12 22:19:11.493  3003  3639 D VibrationThread: Playing vibration id 2512 StartSequentialEffectStep
03-12 22:19:11.493  3003  3639 D VibrationThread: StartSequentialEffectStep for effect #0
03-12 22:19:11.494  3003  3639 E VibratorController: vibratorSetIntensity setAmplitude successfully
03-12 22:19:11.494  2075  2075 E SecVibrator-HAL-AIDL-EXT: V_5_0: setAmplitude 4000
03-12 22:19:11.494  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [setForceFeedbackAmplitude]amplitude: 4000
03-12 22:19:11.494  3003  3639 D VibrationThread: Compose [Primitive{primitive=TICK, scale=0.32214716, delay=0, delayType=PAUSE}] primitives on vibrator 0
03-12 22:19:11.494  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]size:1
03-12 22:19:11.494  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]totalDelay:0
03-12 22:19:11.494  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]totalDuration:20
03-12 22:19:11.494  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]effects:41.32,
03-12 22:19:11.494  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [setAndTriggerCommonInputff]
03-12 22:19:11.497 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ......ID 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.497 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.499  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [uploadForceFeedbackeffect]ioctl success ,uploaded effect with ID: 0
03-12 22:19:11.499  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [triggerForceFeedbackVibration]on: 1
03-12 22:19:11.499 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.499 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.499  3003  3639 D VibrationThread: Turned on vibrator 0, result = 20
03-12 22:19:11.500  2075 23527 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]compose callback thread
03-12 22:19:11.508 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.508 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.510  2097  2125 E HeatmapThread: ECT Thread time in milliseconds: 1773368351
03-12 22:19:11.513  2075 23526 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]Notifying complete
03-12 22:19:11.516  2097  2125 D HeatmapThread: !@ batteryplugType : 2
03-12 22:19:11.516  2097  2125 D HeatmapThread: !@ batteryLevel : 91  batteryTemperature : 297 
03-12 22:19:11.517  2097  2125 D HeatmapThread: !@ Heatmap currtime: 29556139
03-12 22:19:11.517  2097  2125 D HeatmapThread: !@ Heatmap prevtime: 29556132
03-12 22:19:11.517  2097  2125 D HeatmapThread: !@ Heatmap plugstarttime: 29556072
03-12 22:19:11.517  2097  2125 D HeatmapThread: !@ Heatmap prevv_dsoh_update_time: 29556132
03-12 22:19:11.517  2097  2125 E HeatmapThread: !@ CAM New BSOH: 100
03-12 22:19:11.517  2097  2125 E HeatmapThread: !@ CAM is Working
03-12 22:19:11.518 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.518 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.520 22809 22835 I appium  : AppiumResponse: {"sessionId":"16cb083a-c177-4373-9fbd-c56ddeffe695","value":"iVBORw0KGgoAAAANSUhEUgAABDgAAApQCAYAAABYiJrlAAAAAXNSR0IArs4c6QAAAARzQklUCAgICHwIZIgAACAASURBVHic7N15WFRl/z/w95kZBhj2fVNUUFBBRUFzN/VxSdPK3dyXrK9+y3p6zArL7Wl5Ss2yxTZFpR5cUnGrtFzQSC1NRRHNBUV22Yd1lvP7wx/zZZwBWQaG0ffrus7V5eGcM58DMcy8574/twBABBE…
03-12 22:19:11.520  3003  3639 D VibrationThread: Playing vibration id 2512 on vibrator 0 CompleteEffectVibratorStep
03-12 22:19:11.520  2075 23527 E SecVibrator-HAL-AIDL-CORE: V_2_0: [compose]Notifying complete
03-12 22:19:11.520  3003  3639 D VibrationThread: Running complete vibration step on vibrator 0
03-12 22:19:11.521  3003  4771 D VibratorManagerService: Vibration 2512 step 0 on vibrator 0 complete, notifying thread
03-12 22:19:11.521  3003  4771 D VibrationThread: Vibration complete reported by vibrator 0
03-12 22:19:11.521  3003  3639 D VibrationThread: Received completion callback from 0, accepted = true
03-12 22:19:11.521  3003  3639 D VibrationThread: Playing vibration id 2512 on vibrator 0 TurnOffVibratorStep
03-12 22:19:11.521  3003  3639 D VibrationThread: Turning off vibrator 0
03-12 22:19:11.522  2075  2075 E SecVibrator-HAL-AIDL-CORE: V_2_0: Vibrator off
03-12 22:19:11.522  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: do_off
03-12 22:19:11.522  2075  2075 E SecVibrator-HAL-AIDL-CORE: HW_API: [triggerForceFeedbackVibration]on: 0
03-12 22:19:11.522  3003  3639 D VibrationThread: Vibration 2512 finished with EndInfo{status=FINISHED, endedBy=null}
03-12 22:19:11.522  3003  3639 D VibrationThread: Playing vibration id 2512 FinishSequentialEffectStep (cleanup)
03-12 22:19:11.522  3003  3639 D VibrationThread: FinishSequentialEffectStep for effect #0
03-12 22:19:11.522  3003  3639 D VibratorManagerService: VibrationThread released vibration 2512
03-12 22:19:11.522  3003  3639 D VibratorManagerService: Finish AppOp mode VIBRATE for uid 10457 and package com.openai.chatgpt
03-12 22:19:11.522  3003  3639 D VibratorManagerService: Vibration for uid=10457 and with attrs=VibrationAttributes{mUsage=TOUCH, mAudioUsage= USAGE_UNKNOWN, mFlags=0, tags=} ended with status FINISHED
03-12 22:19:11.524 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.525 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.538 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.539 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.543 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.543 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.551 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
03-12 22:19:11.551 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=android.view.View{2b7f0ab V.ED..... ........ 0,0-0,0}, caller=a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:110 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 android.view.ViewGroup.recreateChildDisplayList:4794 
03-12 22:19:11.563 22899 22899 I View    : setRequestedFrameRate frameRate=NaN, this=androidx.compose.ui.platform.AndroidComposeView{410504a VFED..... ........ 0,0-1080,2640 aid=1073741825}, caller=android.view.ViewGroup.setRequestedFrameRate:9952 a5.x1.a:1 androidx.compose.ui.platform.AndroidComposeView.dispatchDraw:98 android.view.View.draw:26345 android.view.View.updateDisplayListIfDirty:25175 
